Category Name,Order Region,actual_demand_7d,actual_stockout_occurred,actual_late_delivery,actual_delay_days
Books ,East of USA,243.0,0,0,-0.7
Books ,Eastern Asia,487.2,0,1,3.1
Books ,Eastern Europe,445.2,1,0,-1.8
Books ,North Africa,180.7,0,1,2.0
Boxing & MMA,Canada,518.7,1,1,2.9
Boxing & MMA,Caribbean,115.0,0,0,-2.0
Boxing & MMA,Central Africa,283.4,1,1,4.0
Boxing & MMA,Central America,595.2,0,0,-1.2
Boxing & MMA,Central Asia,502.4,0,1,4.0
Boxing & MMA,East Africa,157.9,1,1,1.3
Boxing & MMA,East of USA,353.7,1,0,-0.4
Boxing & MMA,Eastern Asia,227.1,0,0,-0.1
Boxing & MMA,Eastern Europe,507.2,0,1,4.7
Boxing & MMA,North Africa,305.4,1,1,3.7
CDs ,Canada,293.3,0,1,3.4
CDs ,Caribbean,480.4,1,1,1.4
CDs ,Central Africa,568.9,0,1,3.1
CDs ,Central America,216.0,1,1,5.3
CDs ,Central Asia,252.5,0,1,2.7
CDs ,East Africa,264.9,0,1,4.9
CDs ,East of USA,352.7,0,0,-1.8
CDs ,Eastern Asia,276.4,0,0,-0.2
CDs ,Eastern Europe,254.0,0,0,-1.2
CDs ,North Africa,485.4,1,1,2.9
Cameras ,Canada,249.8,0,1,2.8
Cameras ,Caribbean,475.6,0,0,-0.4
Cameras ,Central Africa,293.0,0,1,5.4
Cameras ,Central America,535.8,1,1,5.5
Cameras ,Central Asia,186.1,0,1,5.0
Cameras ,East Africa,581.8,1,1,4.0
Cameras ,East of USA,270.5,0,0,-0.6
Cameras ,Eastern Asia,236.8,0,1,2.4
Cameras ,Eastern Europe,496.2,1,0,-1.9
Cameras ,North Africa,435.5,0,1,2.8
Camping & Hiking,Canada,406.1,0,0,-1.2
Camping & Hiking,Caribbean,502.7,0,1,3.5
Camping & Hiking,Central Africa,252.1,0,0,-1.5
Camping & Hiking,Central America,197.7,1,1,2.1
Camping & Hiking,Central Asia,583.9,0,1,3.4
Camping & Hiking,East Africa,260.1,0,1,5.4
Camping & Hiking,East of USA,593.3,0,1,3.9
Camping & Hiking,Eastern Asia,199.6,0,0,-0.0
Camping & Hiking,Eastern Europe,399.0,0,0,-1.0
Camping & Hiking,North Africa,612.7,0,1,4.2
Cardio Equipment,Canada,378.4,0,0,-1.3
Cardio Equipment,Caribbean,353.2,0,1,3.2
Cardio Equipment,Central Africa,438.5,0,0,-0.7
Cardio Equipment,Central America,560.3,0,1,2.7
Cardio Equipment,Central Asia,287.4,0,1,4.2
Cardio Equipment,East Africa,176.5,0,0,-1.0
Cardio Equipment,East of USA,238.8,1,1,2.8
Cardio Equipment,Eastern Asia,323.7,0,0,-0.6
Cardio Equipment,Eastern Europe,281.6,1,1,3.1
Cardio Equipment,North Africa,350.7,0,1,2.0
Children's Clothing,Canada,142.1,0,1,3.8
Children's Clothing,Caribbean,177.2,0,0,-0.8
Children's Clothing,Central Africa,611.8,1,1,2.8
Children's Clothing,Central America,409.1,0,1,2.6
Children's Clothing,Central Asia,490.6,1,1,2.0
Children's Clothing,East Africa,433.4,0,1,1.4
Children's Clothing,East of USA,154.1,0,1,4.9
Children's Clothing,Eastern Asia,252.2,0,1,4.7
Children's Clothing,Eastern Europe,343.6,1,0,-1.4
Children's Clothing,North Africa,418.3,0,0,-0.6
Cleats,Canada,270.6,0,0,-1.9
Cleats,Caribbean,272.1,0,0,-1.6
Cleats,Central Africa,278.0,0,0,-1.1
Cleats,Central America,549.4,0,0,-0.1
Cleats,Central Asia,445.4,1,0,-0.4
Cleats,East Africa,367.4,1,1,1.9
Cleats,East of USA,133.8,0,1,4.1
Cleats,Eastern Asia,427.6,0,1,2.5
Cleats,Eastern Europe,172.0,0,1,1.5
Cleats,North Africa,199.3,0,1,3.9
Computers,Canada,561.8,0,1,3.7
Computers,Caribbean,283.7,1,1,4.4
Computers,Central Africa,382.9,1,0,-0.9
Computers,Central America,408.4,1,1,4.6
Computers,Central Asia,341.4,0,1,3.6
Computers,East Africa,395.2,1,1,5.1
Computers,East of USA,150.9,0,0,-1.7
Computers,Eastern Asia,307.2,0,1,5.2
Computers,Eastern Europe,466.0,1,1,4.8
Computers,North Africa,405.5,0,1,4.8
Consumer Electronics,Canada,293.9,0,1,2.8
Consumer Electronics,Caribbean,442.3,1,0,-1.3
Consumer Electronics,Central Africa,197.8,0,1,5.1
Consumer Electronics,Central America,243.3,1,1,2.0
Consumer Electronics,Central Asia,589.6,1,1,3.4
Consumer Electronics,East Africa,445.5,1,1,1.6
Consumer Electronics,East of USA,299.3,1,1,4.6
Consumer Electronics,Eastern Asia,423.3,1,1,3.2
Consumer Electronics,Eastern Europe,518.2,0,1,3.3
Consumer Electronics,North Africa,351.5,1,1,4.9
