order date (DateOrders),Order Item Id,Department Name,Category Name,Order Region,Market,Shipping Mode,Days for shipment (scheduled),Days for shipping (real),Order Item Quantity,Order Item Product Price,Order Item Discount,Product Card Id,Late_delivery_risk
06/01/2018 00:00,27555655,Fitness,Water Sports,West Asia,LATAM,First Class,2,1,1,53.41,0.106,1748,0
06/01/2018 00:00,27555656,Technology,Cleats,Oceania,Pacific Asia,Second Class,2,2,2,11.88,0.028,1999,0
06/01/2018 00:00,27555657,Golf Shop,Water Sports,Southeast Asia,Africa,First Class,1,3,5,76.79,0.176,1408,1
06/01/2018 00:00,27555658,Pet Shop,Water Sports,Southeast Asia,Africa,First Class,1,4,5,43.88,0.007,1423,1
06/01/2018 00:00,27555659,Pet Shop,Men's Footwear,Central America,Pacific Asia,First Class,2,4,4,24.42,0.173,1547,1
06/01/2018 00:00,27555660,Health and Beauty,Women's Apparel,Eastern Asia,LATAM,Standard Class,4,4,3,89.44,0.008,1801,0
06/01/2018 00:00,27555661,Fan Shop,Electronics,Central America,Pacific Asia,Standard Class,4,4,1,43.12,0.233,1425,0
06/01/2018 00:00,27555662,Footwear,Indoor/Outdoor Games,Western Europe,Pacific Asia,Same Day,0,0,2,121.49,0.031,1578,0
06/01/2018 00:00,27555663,Apparel,Indoor/Outdoor Games,West Africa,LATAM,Same Day,1,4,1,171.48,0.157,1075,1
06/01/2018 00:00,27555664,Outdoors,Women's Apparel,North America,LATAM,Second Class,2,1,1,66.89,0.027,1321,0
06/01/2018 00:00,27555665,Technology,Men's Footwear,North America,LATAM,Same Day,0,0,1,36.27,0.048,1308,0
06/01/2018 00:00,27555666,Health and Beauty,Women's Apparel,Oceania,Africa,First Class,1,0,4,46.58,0.015,1754,0
06/01/2018 00:00,27555667,Health and Beauty,Electronics,West Asia,LATAM,Standard Class,5,5,1,101.66,0.146,1998,0
06/01/2018 00:00,27555668,Golf Shop,Strength Training,Eastern Europe,USCA,Standard Class,5,8,1,171.03,0.036,1009,1
06/01/2018 00:00,27555669,Footwear,Camping & Hiking,Eastern Europe,Africa,First Class,1,1,1,192.38,0.082,1806,0
06/01/2018 00:00,27555670,Technology,Electronics,Southeast Asia,Europe,Second Class,2,4,4,34.64,0.193,1223,1
06/01/2018 00:00,27555671,Footwear,Women's Apparel,West Asia,LATAM,Second Class,3,6,1,57.99,0.054,1493,1
06/01/2018 00:00,27555672,Health and Beauty,Electronics,South America,Africa,Second Class,3,4,1,28.83,0.192,1311,1
06/01/2018 00:00,27555673,Fitness,Indoor/Outdoor Games,Eastern Asia,Europe,Same Day,1,1,1,17.06,0.182,1545,0
06/01/2018 00:00,27555674,Outdoors,Men's Footwear,West Africa,LATAM,Standard Class,5,5,2,155.15,0.021,1882,0
06/01/2018 00:00,27555675,Outdoors,Fishing,North America,LATAM,Standard Class,5,4,2,121.08,0.066,1158,0
06/01/2018 00:00,27555676,Toy Store,Cleats,Eastern Europe,Africa,Second Class,2,1,5,193.79,0.029,1895,0
06/01/2018 00:00,27555677,Golf Shop,Cardio Equipment,West Asia,USCA,Same Day,0,3,1,38.47,0.005,1736,1
06/01/2018 00:00,27555678,Technology,Camping & Hiking,South America,Africa,Standard Class,5,4,1,157.04,0.168,1302,0
06/01/2018 00:00,27555679,Fan Shop,Electronics,Eastern Europe,Europe,Standard Class,5,7,1,117.5,0.196,1063,1
06/01/2018 00:00,27555680,Footwear,Women's Apparel,South America,Europe,Same Day,0,0,1,89.58,0.198,1466,0
06/01/2018 00:00,27555681,Health and Beauty,Strength Training,West Africa,Europe,Standard Class,5,5,1,121.71,0.134,1412,0
06/01/2018 00:00,27555682,Outdoors,Cardio Equipment,Oceania,Europe,Same Day,0,0,3,43.63,0.186,1127,0
06/01/2018 00:00,27555683,Toy Store,Camping & Hiking,South America,Pacific Asia,First Class,2,5,2,89.25,0.018,1374,1
06/01/2018 00:00,27555684,Golf Shop,Fishing,Oceania,LATAM,Second Class,2,1,1,109.03,0.017,1872,0
06/01/2018 00:00,27555685,Outdoors,Strength Training,Eastern Europe,Europe,Second Class,2,2,1,163.78,0.0,1109,0
06/01/2018 00:00,27555686,Fitness,Electronics,Central America,USCA,First Class,2,1,2,57.36,0.186,1623,0
06/01/2018 00:00,27555687,Footwear,Electronics,West Africa,Europe,Second Class,2,5,1,196.44,0.178,1504,1
06/01/2018 00:00,27555688,Technology,Women's Apparel,West Asia,USCA,Standard Class,4,7,1,121.97,0.137,1020,1
06/01/2018 00:00,27555689,Footwear,Women's Apparel,Western Europe,LATAM,Second Class,2,4,1,120.15,0.127,1381,1
06/01/2018 00:00,27555690,Fitness,Fishing,Central America,Europe,Same Day,0,3,1,17.96,0.189,1011,1
06/01/2018 00:00,27555691,Footwear,Cardio Equipment,Central America,Africa,Standard Class,4,4,1,115.22,0.159,1805,0
06/01/2018 00:00,27555692,Outdoors,Strength Training,Eastern Asia,Africa,Second Class,3,6,2,184.69,0.249,1254,1
06/01/2018 00:00,27555693,Footwear,Cleats,Central America,Pacific Asia,Second Class,3,2,1,74.34,0.061,1563,0
06/01/2018 00:00,27555694,Technology,Camping & Hiking,West Asia,Pacific Asia,Same Day,0,1,4,87.59,0.16,1408,1
06/01/2018 00:00,27555695,Toy Store,Strength Training,South America,Pacific Asia,First Class,2,5,1,50.99,0.019,1705,1
06/02/2018 00:00,27555696,Fitness,Electronics,North America,Europe,Standard Class,4,3,3,96.33,0.217,1528,0
06/02/2018 00:00,27555697,Pet Shop,Fishing,Eastern Europe,Pacific Asia,First Class,2,1,1,23.17,0.035,1615,0
06/02/2018 00:00,27555698,Outdoors,Fishing,Central America,Pacific Asia,Second Class,3,5,4,36.07,0.214,1084,1
06/02/2018 00:00,27555699,Golf Shop,Cleats,West Africa,Africa,First Class,1,0,3,24.14,0.218,1968,0
06/02/2018 00:00,27555700,Fan Shop,Electronics,West Asia,Africa,Second Class,3,3,1,140.63,0.03,1249,0
06/02/2018 00:00,27555701,Outdoors,Fishing,Central America,USCA,Second Class,3,4,2,57.91,0.027,1819,1
06/02/2018 00:00,27555702,Fitness,Electronics,West Africa,LATAM,First Class,2,2,2,49.91,0.028,1861,0
06/02/2018 00:00,27555703,Pet Shop,Camping & Hiking,South America,LATAM,Second Class,3,4,1,37.08,0.164,1576,1
06/02/2018 00:00,27555704,Fitness,Electronics,North America,Pacific Asia,First Class,2,1,1,168.42,0.21,1368,0
06/02/2018 00:00,27555705,Outdoors,Women's Apparel,Eastern Asia,Europe,Same Day,1,1,1,137.23,0.075,1325,0
06/02/2018 00:00,27555706,Toy Store,Fishing,West Africa,LATAM,First Class,1,4,1,196.63,0.193,1638,1
06/02/2018 00:00,27555707,Outdoors,Cleats,South America,Europe,Standard Class,4,4,5,50.21,0.244,1760,0
06/02/2018 00:00,27555708,Footwear,Fishing,Eastern Asia,LATAM,Standard Class,4,7,3,15.7,0.082,1390,1
06/02/2018 00:00,27555709,Apparel,Men's Footwear,South America,Europe,Standard Class,5,7,1,180.67,0.1,1234,1
06/02/2018 00:00,27555710,Golf Shop,Men's Footwear,West Africa,USCA,Second Class,2,2,4,13.69,0.093,1336,0
06/02/2018 00:00,27555711,Fan Shop,Indoor/Outdoor Games,Central America,Africa,First Class,2,5,1,179.89,0.018,1612,1
06/02/2018 00:00,27555712,Technology,Electronics,Oceania,LATAM,Same Day,0,0,4,180.94,0.036,1871,0
06/02/2018 00:00,27555713,Toy Store,Electronics,Southeast Asia,USCA,Same Day,0,0,3,126.31,0.082,1227,0
06/02/2018 00:00,27555714,Outdoors,Women's Apparel,West Asia,Pacific Asia,Standard Class,4,4,4,188.98,0.075,1121,0
06/02/2018 00:00,27555715,Fitness,Men's Footwear,South America,Europe,Second Class,3,3,1,52.14,0.087,1316,0
06/02/2018 00:00,27555716,Technology,Cardio Equipment,Eastern Asia,Europe,Same Day,1,1,3,96.54,0.054,1035,0
06/02/2018 00:00,27555717,Footwear,Electronics,Central America,Africa,Same Day,0,2,2,194.21,0.189,1577,1
06/02/2018 00:00,27555718,Health and Beauty,Water Sports,Central America,Africa,Same Day,1,1,4,89.97,0.198,1862,0
06/02/2018 00:00,27555719,Fitness,Men's Footwear,West Asia,LATAM,Standard Class,4,4,5,197.34,0.153,1038,0
06/02/2018 00:00,27555720,Apparel,Cardio Equipment,North America,Europe,First Class,1,2,2,15.52,0.202,1418,1
06/02/2018 00:00,27555721,Health and Beauty,Camping & Hiking,West Africa,Africa,Standard Class,5,7,1,138.07,0.148,1516,1
06/02/2018 00:00,27555722,Health and Beauty,Women's Apparel,Eastern Europe,USCA,Standard Class,5,5,1,132.66,0.091,1482,0
06/02/2018 00:00,27555723,Toy Store,Indoor/Outdoor Games,Central America,USCA,Standard Class,4,7,1,17.16,0.23,1325,1
06/02/2018 00:00,27555724,Pet Shop,Electronics,West Africa,USCA,Second Class,2,5,1,39.67,0.132,1841,1
06/02/2018 00:00,27555725,Technology,Water Sports,Southeast Asia,USCA,Second Class,3,6,1,191.18,0.158,1679,1
06/02/2018 00:00,27555726,Pet Shop,Indoor/Outdoor Games,West Africa,Europe,Standard Class,4,5,1,179.84,0.231,1103,1
06/02/2018 00:00,27555727,Technology,Fishing,West Africa,USCA,Second Class,2,2,1,56.96,0.18,1676,0
06/02/2018 00:00,27555728,Toy Store,Indoor/Outdoor Games,West Asia,Pacific Asia,Same Day,1,4,1,37.7,0.156,1676,1
06/02/2018 00:00,27555729,Footwear,Water Sports,Eastern Asia,Africa,Standard Class,4,3,5,191.35,0.023,1528,0
06/02/2018 00:00,27555730,Toy Store,Camping & Hiking,Western Europe,Pacific Asia,Same Day,0,0,3,114.25,0.172,1933,0
06/02/2018 00:00,27555731,Outdoors,Fishing,Central America,USCA,Same Day,1,4,1,37.79,0.235,1752,1
06/02/2018 00:00,27555732,Footwear,Cardio Equipment,Southeast Asia,Pacific Asia,Standard Class,5,4,2,64.41,0.222,1157,0
06/02/2018 00:00,27555733,Fan Shop,Indoor/Outdoor Games,Oceania,Pacific Asia,Second Class,2,2,1,23.79,0.146,1225,0
06/02/2018 00:00,27555734,Fitness,Water Sports,North America,USCA,Standard Class,4,5,1,149.22,0.035,1151,1
06/02/2018 00:00,27555735,Pet Shop,Indoor/Outdoor Games,Central America,Pacific Asia,Same Day,1,3,1,25.09,0.089,1457,1
06/02/2018 00:00,27555736,Technology,Fishing,Eastern Asia,Europe,Second Class,2,2,1,63.0,0.175,1736,0
06/02/2018 00:00,27555737,Fitness,Strength Training,West Africa,USCA,Second Class,2,3,2,174.85,0.229,1264,1
06/02/2018 00:00,27555738,Fitness,Electronics,Southeast Asia,Europe,Second Class,2,5,1,80.2,0.044,1752,1
06/02/2018 00:00,27555739,Pet Shop,Electronics,South America,Pacific Asia,First Class,1,1,3,10.35,0.08,1124,0
06/02/2018 00:00,27555740,Footwear,Electronics,West Africa,LATAM,Standard Class,4,5,1,38.15,0.201,1299,1
06/02/2018 00:00,27555741,Toy Store,Cardio Equipment,West Africa,USCA,Standard Class,5,5,1,22.48,0.17,1480,0
06/02/2018 00:00,27555742,Fitness,Electronics,Eastern Europe,USCA,Same Day,1,4,1,111.6,0.111,1091,1
06/02/2018 00:00,27555743,Golf Shop,Electronics,Southeast Asia,USCA,Same Day,1,2,1,154.44,0.123,1711,1
06/02/2018 00:00,27555744,Toy Store,Fishing,North America,Europe,Standard Class,4,3,5,18.29,0.055,1131,0
06/02/2018 00:00,27555745,Footwear,Indoor/Outdoor Games,West Africa,USCA,Second Class,2,2,1,71.38,0.212,1153,0
06/02/2018 00:00,27555746,Technology,Women's Apparel,Eastern Asia,Africa,First Class,1,2,1,54.04,0.094,1003,1
06/02/2018 00:00,27555747,Pet Shop,Strength Training,Central America,USCA,Same Day,1,0,1,139.17,0.117,1791,0
06/02/2018 00:00,27555748,Pet Shop,Strength Training,North America,Pacific Asia,Same Day,1,1,4,181.59,0.139,1505,0
06/02/2018 00:00,27555749,Golf Shop,Water Sports,West Asia,Europe,First Class,1,1,1,62.17,0.235,1192,0
06/02/2018 00:00,27555750,Apparel,Electronics,Eastern Asia,LATAM,Standard Class,4,7,5,58.61,0.018,1840,1
06/02/2018 00:00,27555751,Apparel,Women's Apparel,Eastern Europe,USCA,Standard Class,5,5,1,144.7,0.048,1979,0
06/02/2018 00:00,27555752,Fan Shop,Camping & Hiking,West Asia,Europe,First Class,2,5,1,26.59,0.034,1298,1
06/02/2018 00:00,27555753,Outdoors,Strength Training,North America,Africa,Same Day,1,3,5,158.41,0.096,1907,1
06/02/2018 00:00,27555754,Pet Shop,Strength Training,Eastern Europe,Africa,Standard Class,5,7,3,113.47,0.011,1507,1
06/02/2018 00:00,27555755,Pet Shop,Water Sports,North America,Africa,Standard Class,4,7,2,158.65,0.127,1325,1
06/02/2018 00:00,27555756,Fan Shop,Fishing,Southeast Asia,LATAM,Same Day,1,0,3,82.53,0.147,1447,0
06/02/2018 00:00,27555757,Golf Shop,Fishing,West Asia,Africa,Same Day,0,0,1,101.08,0.199,1138,0
06/02/2018 00:00,27555758,Fan Shop,Cleats,West Africa,Pacific Asia,First Class,1,3,1,41.76,0.049,1030,1
06/02/2018 00:00,27555759,Health and Beauty,Cardio Equipment,Western Europe,LATAM,First Class,2,2,4,37.94,0.246,1088,0
06/02/2018 00:00,27555760,Outdoors,Strength Training,Oceania,Pacific Asia,First Class,2,2,3,101.49,0.061,1824,0
06/02/2018 00:00,27555761,Fitness,Strength Training,West Asia,USCA,Second Class,3,2,4,78.86,0.182,1722,0
06/02/2018 00:00,27555762,Health and Beauty,Fishing,North America,Europe,Standard Class,5,5,1,179.56,0.231,1479,0
06/02/2018 00:00,27555763,Apparel,Camping & Hiking,Oceania,Africa,Second Class,3,2,1,32.93,0.03,1403,0
06/02/2018 00:00,27555764,Golf Shop,Indoor/Outdoor Games,Southeast Asia,Africa,Standard Class,5,5,1,99.48,0.232,1306,0
06/02/2018 00:00,27555765,Footwear,Fishing,North America,USCA,Second Class,2,3,4,123.22,0.024,1421,1
06/02/2018 00:00,27555766,Toy Store,Men's Footwear,Oceania,USCA,Second Class,3,5,4,179.15,0.09,1923,1
06/02/2018 00:00,27555767,Golf Shop,Strength Training,West Asia,LATAM,Same Day,1,2,1,99.66,0.23,1040,1
06/02/2018 00:00,27555768,Toy Store,Cardio Equipment,South America,Pacific Asia,Same Day,1,1,1,153.18,0.157,1574,0
06/02/2018 00:00,27555769,Golf Shop,Camping & Hiking,Eastern Asia,Pacific Asia,Same Day,0,3,4,22.38,0.241,1782,1
06/02/2018 00:00,27555770,Footwear,Cleats,Southeast Asia,LATAM,First Class,2,4,1,43.36,0.161,1681,1
06/02/2018 00:00,27555771,Golf Shop,Strength Training,West Asia,Europe,First Class,1,3,4,119.7,0.201,1067,1
06/02/2018 00:00,27555772,Health and Beauty,Cardio Equipment,North America,Africa,Same Day,1,4,4,127.31,0.235,1678,1
06/02/2018 00:00,27555773,Golf Shop,Women's Apparel,West Asia,USCA,Second Class,3,3,4,39.44,0.163,1167,0
06/02/2018 00:00,27555774,Fitness,Men's Footwear,West Asia,Pacific Asia,Standard Class,4,4,1,113.9,0.182,1075,0
06/03/2018 00:00,27555775,Outdoors,Fishing,Central America,Pacific Asia,Same Day,0,0,1,160.5,0.006,1509,0
06/03/2018 00:00,27555776,Health and Beauty,Cleats,South America,USCA,First Class,1,1,4,130.71,0.082,1302,0
06/03/2018 00:00,27555777,Outdoors,Fishing,Western Europe,Europe,Same Day,1,2,1,123.0,0.243,1770,1
06/03/2018 00:00,27555778,Outdoors,Cleats,Central America,Africa,Same Day,1,4,2,19.04,0.158,1377,1
06/03/2018 00:00,27555779,Pet Shop,Electronics,Eastern Asia,Europe,Standard Class,4,5,1,98.51,0.066,1121,1
06/03/2018 00:00,27555780,Pet Shop,Water Sports,Oceania,Europe,Second Class,2,5,1,21.77,0.223,1549,1
06/03/2018 00:00,27555781,Footwear,Electronics,South America,Europe,First Class,2,4,1,70.17,0.09,1654,1
06/03/2018 00:00,27555782,Pet Shop,Water Sports,South America,Europe,Standard Class,5,5,2,194.32,0.173,1201,0
06/03/2018 00:00,27555783,Toy Store,Men's Footwear,Southeast Asia,Europe,Same Day,0,2,3,65.17,0.064,1680,1
06/03/2018 00:00,27555784,Golf Shop,Cardio Equipment,West Africa,Pacific Asia,Standard Class,4,4,1,127.28,0.224,1306,0
06/03/2018 00:00,27555785,Health and Beauty,Cleats,West Asia,LATAM,Standard Class,4,5,1,111.82,0.11,1544,1
06/03/2018 00:00,27555786,Pet Shop,Fishing,North America,LATAM,Second Class,3,6,3,87.68,0.072,1114,1
06/03/2018 00:00,27555787,Golf Shop,Fishing,Southeast Asia,USCA,First Class,1,2,5,195.44,0.142,1998,1
06/03/2018 00:00,27555788,Outdoors,Cardio Equipment,Eastern Asia,USCA,Standard Class,5,8,1,79.32,0.122,1120,1
06/03/2018 00:00,27555789,Pet Shop,Cardio Equipment,Central America,LATAM,Standard Class,4,5,1,52.81,0.182,1022,1
06/03/2018 00:00,27555790,Technology,Cleats,Eastern Asia,Europe,Second Class,2,5,1,102.1,0.079,1772,1
06/03/2018 00:00,27555791,Outdoors,Camping & Hiking,North America,Pacific Asia,Standard Class,5,5,2,20.18,0.134,1147,0
06/03/2018 00:00,27555792,Health and Beauty,Cleats,West Asia,Pacific Asia,First Class,1,0,1,157.46,0.074,1572,0
06/03/2018 00:00,27555793,Pet Shop,Camping & Hiking,Central America,LATAM,Standard Class,5,8,1,119.79,0.138,1183,1
06/03/2018 00:00,27555794,Health and Beauty,Fishing,Eastern Asia,LATAM,Same Day,1,2,1,36.42,0.238,1102,1
06/03/2018 00:00,27555795,Pet Shop,Strength Training,Southeast Asia,LATAM,Same Day,0,0,5,162.95,0.214,1073,0
06/03/2018 00:00,27555796,Outdoors,Cleats,Oceania,Africa,Same Day,1,3,5,87.57,0.233,1619,1
06/03/2018 00:00,27555797,Fitness,Electronics,North America,Europe,Standard Class,4,6,1,43.07,0.054,1878,1
06/03/2018 00:00,27555798,Technology,Camping & Hiking,West Africa,Europe,First Class,2,4,2,17.0,0.134,1902,1
06/03/2018 00:00,27555799,Health and Beauty,Electronics,North America,Pacific Asia,First Class,2,5,1,21.28,0.109,1660,1
06/03/2018 00:00,27555800,Apparel,Cardio Equipment,Oceania,LATAM,Standard Class,4,5,1,31.54,0.139,1019,1
06/03/2018 00:00,27555801,Fitness,Women's Apparel,Eastern Europe,LATAM,Standard Class,5,6,5,24.2,0.062,1516,1
06/03/2018 00:00,27555802,Golf Shop,Indoor/Outdoor Games,West Africa,Europe,Standard Class,5,5,1,56.34,0.012,1957,0
06/03/2018 00:00,27555803,Pet Shop,Men's Footwear,Central America,Europe,Same Day,1,0,1,121.68,0.227,1130,0
06/03/2018 00:00,27555804,Toy Store,Indoor/Outdoor Games,Eastern Europe,LATAM,Standard Class,4,6,1,163.16,0.072,1152,1
06/03/2018 00:00,27555805,Apparel,Indoor/Outdoor Games,Central America,Africa,Second Class,2,3,1,121.33,0.146,1452,1
06/03/2018 00:00,27555806,Golf Shop,Electronics,North America,LATAM,Same Day,1,1,2,139.53,0.182,1685,0
06/03/2018 00:00,27555807,Health and Beauty,Cardio Equipment,Eastern Europe,Pacific Asia,First Class,2,1,4,11.85,0.098,1715,0
06/03/2018 00:00,27555808,Fitness,Water Sports,West Africa,Europe,Same Day,1,0,1,80.71,0.044,1823,0
06/03/2018 00:00,27555809,Toy Store,Men's Footwear,West Asia,Pacific Asia,Standard Class,5,5,4,70.09,0.219,1341,0
06/03/2018 00:00,27555810,Technology,Cardio Equipment,Eastern Europe,Europe,Standard Class,5,8,1,75.77,0.181,1744,1
06/03/2018 00:00,27555811,Fan Shop,Fishing,West Africa,Pacific Asia,Second Class,3,6,4,147.12,0.047,1584,1
06/03/2018 00:00,27555812,Outdoors,Women's Apparel,West Asia,Europe,First Class,2,3,1,148.52,0.026,1495,1
06/03/2018 00:00,27555813,Outdoors,Cleats,South America,LATAM,Second Class,2,1,3,194.79,0.102,1632,0
06/03/2018 00:00,27555814,Toy Store,Camping & Hiking,Central America,Africa,Same Day,1,4,1,39.16,0.034,1893,1
06/03/2018 00:00,27555815,Fan Shop,Men's Footwear,South America,LATAM,Second Class,2,1,1,154.34,0.247,1963,0
06/03/2018 00:00,27555816,Golf Shop,Electronics,South America,Europe,Second Class,3,4,5,71.45,0.159,1480,1
06/03/2018 00:00,27555817,Technology,Indoor/Outdoor Games,Oceania,Africa,First Class,2,4,1,119.88,0.13,1590,1
06/03/2018 00:00,27555818,Fan Shop,Cardio Equipment,Oceania,Africa,Second Class,2,3,1,120.36,0.129,1610,1
06/03/2018 00:00,27555819,Apparel,Camping & Hiking,West Africa,USCA,Same Day,0,3,1,95.49,0.024,1348,1
06/03/2018 00:00,27555820,Health and Beauty,Indoor/Outdoor Games,Eastern Asia,Africa,Same Day,1,1,1,56.41,0.03,1594,0
06/03/2018 00:00,27555821,Technology,Cleats,Oceania,Europe,Standard Class,4,4,1,102.16,0.007,1934,0
06/03/2018 00:00,27555822,Toy Store,Electronics,Oceania,Africa,Same Day,1,0,3,31.06,0.203,1700,0
06/03/2018 00:00,27555823,Fan Shop,Cardio Equipment,North America,Europe,Second Class,2,4,3,156.3,0.076,1608,1
06/03/2018 00:00,27555824,Toy Store,Cleats,South America,Pacific Asia,Second Class,3,5,3,132.95,0.183,1192,1
06/03/2018 00:00,27555825,Golf Shop,Fishing,Eastern Asia,Pacific Asia,Standard Class,4,3,2,166.63,0.083,1320,0
06/03/2018 00:00,27555826,Outdoors,Cleats,Eastern Europe,USCA,First Class,2,1,4,36.3,0.128,1287,0
06/03/2018 00:00,27555827,Pet Shop,Women's Apparel,Western Europe,USCA,Standard Class,5,4,1,118.75,0.173,1701,0
06/03/2018 00:00,27555828,Apparel,Women's Apparel,Southeast Asia,Africa,Second Class,2,2,1,150.09,0.005,1261,0
06/03/2018 00:00,27555829,Fitness,Fishing,West Asia,LATAM,Standard Class,4,4,1,90.39,0.101,1087,0
06/03/2018 00:00,27555830,Technology,Cleats,South America,LATAM,Standard Class,5,4,1,172.69,0.102,1347,0
06/03/2018 00:00,27555831,Technology,Electronics,South America,Europe,First Class,1,1,2,118.3,0.176,1892,0
06/03/2018 00:00,27555832,Toy Store,Water Sports,Southeast Asia,LATAM,Standard Class,4,3,1,106.7,0.064,1994,0
06/03/2018 00:00,27555833,Golf Shop,Men's Footwear,West Africa,Europe,Second Class,3,2,3,169.04,0.05,1444,0
06/03/2018 00:00,27555834,Fitness,Women's Apparel,Eastern Europe,Africa,Same Day,1,0,1,173.52,0.138,1550,0
06/03/2018 00:00,27555835,Footwear,Fishing,Oceania,Africa,Same Day,0,3,4,27.77,0.013,1786,1
06/03/2018 00:00,27555836,Pet Shop,Cardio Equipment,Eastern Europe,Europe,Standard Class,4,3,1,181.97,0.044,1722,0
06/03/2018 00:00,27555837,Outdoors,Cardio Equipment,Eastern Asia,Africa,Second Class,2,4,5,19.02,0.207,1325,1
06/03/2018 00:00,27555838,Apparel,Fishing,South America,Africa,Second Class,2,2,2,126.37,0.234,1009,0
06/03/2018 00:00,27555839,Technology,Water Sports,West Africa,Pacific Asia,Standard Class,4,3,1,185.87,0.101,1843,0
06/03/2018 00:00,27555840,Apparel,Cardio Equipment,Oceania,Pacific Asia,First Class,1,0,4,30.94,0.117,1484,0
06/03/2018 00:00,27555841,Pet Shop,Water Sports,Western Europe,Pacific Asia,First Class,2,2,4,23.4,0.157,1660,0
06/04/2018 00:00,27555842,Toy Store,Strength Training,North America,Africa,First Class,2,5,5,125.5,0.172,1275,1
06/04/2018 00:00,27555843,Golf Shop,Fishing,West Africa,Africa,Standard Class,4,4,1,136.07,0.011,1002,0
06/04/2018 00:00,27555844,Fan Shop,Water Sports,Central America,Pacific Asia,Same Day,0,0,2,132.88,0.172,1132,0
