order date (DateOrders),Order Item Id,Department Name,Category Name,Order Region,Market,Shipping Mode,Days for shipment (scheduled),Days for shipping (real),Order Item Quantity,Order Item Product Price,Order Item Discount,Product Card Id,Late_delivery_risk
02/01/2018 00:00,84990663,Technology,Strength Training,Southeast Asia,Pacific Asia,Same Day,0,0,1,191.89,0.075,1964,0
02/01/2018 00:00,84990664,Outdoors,Indoor/Outdoor Games,Eastern Europe,Pacific Asia,Same Day,1,4,5,116.49,0.18,1294,1
02/01/2018 00:00,84990665,Pet Shop,Camping & Hiking,West Asia,Pacific Asia,Second Class,3,5,5,17.99,0.02,1946,1
02/01/2018 00:00,84990666,Health and Beauty,Indoor/Outdoor Games,Eastern Asia,Africa,First Class,2,5,2,36.08,0.147,1248,1
02/01/2018 00:00,84990667,Footwear,Indoor/Outdoor Games,Western Europe,Europe,Same Day,1,1,1,146.3,0.193,1005,0
02/01/2018 00:00,84990668,Fitness,Cardio Equipment,Eastern Europe,LATAM,First Class,2,2,1,64.23,0.192,1667,0
02/01/2018 00:00,84990669,Apparel,Camping & Hiking,Oceania,Europe,Same Day,1,1,3,45.4,0.218,1296,0
02/02/2018 00:00,84990670,Outdoors,Electronics,West Africa,Europe,First Class,2,1,2,96.33,0.131,1910,0
02/02/2018 00:00,84990671,Outdoors,Indoor/Outdoor Games,Central America,Pacific Asia,Second Class,3,3,3,133.17,0.004,1345,0
02/02/2018 00:00,84990672,Apparel,Electronics,West Asia,USCA,First Class,1,2,1,86.16,0.245,1488,1
02/02/2018 00:00,84990673,Fan Shop,Fishing,West Asia,LATAM,Same Day,1,3,1,191.27,0.181,1011,1
02/02/2018 00:00,84990674,Footwear,Cleats,Central America,USCA,First Class,1,1,1,87.03,0.224,1720,0
02/02/2018 00:00,84990675,Outdoors,Water Sports,West Africa,LATAM,Second Class,2,5,1,100.85,0.247,1382,1
02/02/2018 00:00,84990676,Health and Beauty,Strength Training,Eastern Asia,LATAM,Standard Class,5,8,1,110.35,0.229,1114,1
02/02/2018 00:00,84990677,Pet Shop,Indoor/Outdoor Games,West Africa,Africa,Second Class,2,1,1,72.34,0.029,1210,0
02/02/2018 00:00,84990678,Golf Shop,Strength Training,Eastern Europe,Europe,Same Day,0,0,1,107.52,0.014,1473,0
02/02/2018 00:00,84990679,Fan Shop,Camping & Hiking,South America,Europe,Second Class,2,2,1,18.61,0.016,1061,0
02/02/2018 00:00,84990680,Health and Beauty,Cleats,South America,USCA,Second Class,2,4,5,155.51,0.161,1430,1
02/02/2018 00:00,84990681,Health and Beauty,Camping & Hiking,West Asia,Europe,Second Class,3,3,5,32.54,0.098,1130,0
02/02/2018 00:00,84990682,Fan Shop,Cleats,South America,USCA,Same Day,1,4,1,166.44,0.087,1282,1
02/02/2018 00:00,84990683,Golf Shop,Cleats,West Asia,Africa,Standard Class,4,4,1,49.16,0.008,1612,0
02/02/2018 00:00,84990684,Footwear,Cleats,West Asia,USCA,Second Class,2,5,3,153.33,0.035,1296,1
02/02/2018 00:00,84990685,Toy Store,Water Sports,West Africa,Africa,First Class,1,3,1,67.34,0.165,1226,1
02/02/2018 00:00,84990686,Fan Shop,Strength Training,West Africa,LATAM,Same Day,1,0,1,18.91,0.161,1390,0
02/02/2018 00:00,84990687,Fitness,Camping & Hiking,Oceania,Pacific Asia,Same Day,0,0,1,153.34,0.212,1307,0
02/02/2018 00:00,84990688,Health and Beauty,Cleats,North America,USCA,Same Day,0,0,1,83.8,0.083,1080,0
02/02/2018 00:00,84990689,Golf Shop,Strength Training,Eastern Asia,Europe,First Class,2,2,2,138.0,0.218,1192,0
02/02/2018 00:00,84990690,Health and Beauty,Indoor/Outdoor Games,Southeast Asia,Pacific Asia,Standard Class,4,5,5,188.06,0.029,1772,1
02/02/2018 00:00,84990691,Toy Store,Indoor/Outdoor Games,West Asia,LATAM,First Class,2,4,1,82.33,0.09,1267,1
02/02/2018 00:00,84990692,Health and Beauty,Men's Footwear,Eastern Europe,Pacific Asia,Second Class,3,5,1,69.46,0.216,1759,1
02/02/2018 00:00,84990693,Pet Shop,Electronics,West Africa,USCA,First Class,1,4,1,47.28,0.142,1251,1
02/02/2018 00:00,84990694,Technology,Fishing,Eastern Europe,USCA,Same Day,0,3,1,149.23,0.035,1559,1
02/02/2018 00:00,84990695,Fan Shop,Strength Training,Western Europe,Europe,Standard Class,4,5,4,88.35,0.058,1724,1
02/02/2018 00:00,84990696,Pet Shop,Cardio Equipment,Southeast Asia,Europe,Same Day,1,3,1,12.99,0.103,1017,1
02/02/2018 00:00,84990697,Pet Shop,Fishing,Western Europe,Africa,Same Day,0,0,1,30.33,0.037,1196,0
02/02/2018 00:00,84990698,Technology,Fishing,West Asia,Europe,First Class,2,2,1,97.21,0.174,1307,0
02/02/2018 00:00,84990699,Fan Shop,Men's Footwear,West Asia,USCA,Same Day,1,0,1,20.66,0.043,1511,0
02/02/2018 00:00,84990700,Toy Store,Men's Footwear,North America,Europe,Second Class,2,3,3,181.24,0.142,1277,1
02/02/2018 00:00,84990701,Outdoors,Strength Training,West Africa,Europe,Second Class,3,2,1,12.98,0.036,1840,0
02/02/2018 00:00,84990702,Golf Shop,Fishing,Oceania,Africa,Second Class,3,6,1,138.64,0.096,1757,1
02/02/2018 00:00,84990703,Golf Shop,Strength Training,Southeast Asia,Europe,Standard Class,5,4,1,54.11,0.151,1628,0
02/02/2018 00:00,84990704,Technology,Cleats,South America,USCA,Same Day,0,0,5,77.6,0.108,1696,0
02/02/2018 00:00,84990705,Golf Shop,Electronics,South America,LATAM,Standard Class,4,3,1,60.91,0.196,1157,0
02/02/2018 00:00,84990706,Technology,Men's Footwear,Central America,Europe,First Class,2,5,1,78.38,0.033,1191,1
02/02/2018 00:00,84990707,Pet Shop,Strength Training,West Asia,Europe,Standard Class,4,4,1,77.24,0.15,1332,0
02/02/2018 00:00,84990708,Outdoors,Camping & Hiking,West Asia,Europe,Second Class,2,3,1,140.21,0.067,1274,1
02/02/2018 00:00,84990709,Apparel,Camping & Hiking,South America,USCA,First Class,2,2,1,158.71,0.236,1738,0
02/02/2018 00:00,84990710,Health and Beauty,Men's Footwear,Oceania,Pacific Asia,Standard Class,5,7,2,73.12,0.201,1337,1
02/02/2018 00:00,84990711,Toy Store,Women's Apparel,South America,Pacific Asia,Second Class,3,2,5,69.69,0.242,1298,0
02/02/2018 00:00,84990712,Toy Store,Indoor/Outdoor Games,Southeast Asia,USCA,First Class,2,5,5,79.35,0.05,1558,1
02/02/2018 00:00,84990713,Fan Shop,Cardio Equipment,Eastern Asia,USCA,First Class,1,3,4,165.6,0.102,1511,1
02/02/2018 00:00,84990714,Footwear,Fishing,Oceania,USCA,Same Day,0,3,2,95.32,0.146,1547,1
02/02/2018 00:00,84990715,Fitness,Strength Training,Western Europe,Pacific Asia,Standard Class,4,3,2,156.1,0.089,1662,0
02/02/2018 00:00,84990716,Technology,Camping & Hiking,Central America,Europe,Standard Class,5,4,3,52.18,0.139,1704,0
02/02/2018 00:00,84990717,Technology,Camping & Hiking,Eastern Europe,Africa,Second Class,3,3,1,199.56,0.074,1942,0
02/02/2018 00:00,84990718,Apparel,Water Sports,South America,Pacific Asia,Same Day,0,0,1,109.01,0.024,1739,0
02/02/2018 00:00,84990719,Golf Shop,Fishing,Western Europe,Europe,Standard Class,5,6,3,133.11,0.041,1758,1
02/02/2018 00:00,84990720,Pet Shop,Women's Apparel,Southeast Asia,Africa,Same Day,1,0,1,54.05,0.046,1655,0
02/02/2018 00:00,84990721,Fan Shop,Electronics,Eastern Asia,USCA,Same Day,1,1,1,10.85,0.07,1720,0
02/02/2018 00:00,84990722,Toy Store,Men's Footwear,North America,LATAM,First Class,2,5,1,47.44,0.168,1501,1
02/02/2018 00:00,84990723,Technology,Electronics,West Asia,Africa,Same Day,0,0,4,76.11,0.154,1833,0
02/02/2018 00:00,84990724,Toy Store,Electronics,Central America,LATAM,First Class,1,3,1,55.33,0.093,1144,1
02/02/2018 00:00,84990725,Toy Store,Women's Apparel,West Africa,USCA,Same Day,0,0,1,102.47,0.23,1953,0
02/02/2018 00:00,84990726,Health and Beauty,Fishing,Oceania,LATAM,First Class,2,4,4,127.69,0.238,1496,1
02/02/2018 00:00,84990727,Pet Shop,Strength Training,Eastern Europe,USCA,Same Day,1,2,1,144.93,0.042,1578,1
02/02/2018 00:00,84990728,Outdoors,Cleats,South America,LATAM,First Class,1,1,2,158.34,0.193,1507,0
02/02/2018 00:00,84990729,Toy Store,Men's Footwear,South America,Africa,First Class,1,4,1,154.4,0.055,1435,1
02/02/2018 00:00,84990730,Footwear,Fishing,Western Europe,USCA,First Class,2,2,1,173.82,0.216,1120,0
02/02/2018 00:00,84990731,Footwear,Electronics,Southeast Asia,Africa,Same Day,0,2,4,127.07,0.203,1824,1
02/02/2018 00:00,84990732,Pet Shop,Fishing,West Africa,Africa,Second Class,3,3,1,196.01,0.143,1975,0
02/02/2018 00:00,84990733,Apparel,Camping & Hiking,Western Europe,Pacific Asia,Second Class,2,1,3,57.44,0.207,1779,0
02/02/2018 00:00,84990734,Health and Beauty,Women's Apparel,West Africa,Pacific Asia,Same Day,1,4,2,95.88,0.22,1095,1
02/02/2018 00:00,84990735,Outdoors,Water Sports,Eastern Europe,USCA,First Class,1,4,4,175.09,0.023,1995,1
02/02/2018 00:00,84990736,Technology,Men's Footwear,North America,USCA,Second Class,3,6,1,166.72,0.081,1290,1
02/02/2018 00:00,84990737,Apparel,Electronics,Eastern Europe,Pacific Asia,Standard Class,4,4,4,28.92,0.115,1127,0
02/03/2018 00:00,84990738,Health and Beauty,Cardio Equipment,Western Europe,USCA,Second Class,2,5,1,177.61,0.219,1897,1
02/03/2018 00:00,84990739,Technology,Fishing,Central America,Pacific Asia,Second Class,2,3,1,85.3,0.175,1239,1
02/03/2018 00:00,84990740,Golf Shop,Cleats,Eastern Asia,USCA,Standard Class,4,4,1,122.8,0.111,1008,0
02/03/2018 00:00,84990741,Fitness,Women's Apparel,Eastern Europe,Europe,Second Class,3,3,4,26.97,0.026,1376,0
02/03/2018 00:00,84990742,Fitness,Women's Apparel,Oceania,Europe,Standard Class,4,3,3,93.62,0.157,1155,0
02/03/2018 00:00,84990743,Footwear,Men's Footwear,Central America,LATAM,Standard Class,5,6,1,76.79,0.198,1253,1
02/03/2018 00:00,84990744,Footwear,Strength Training,West Africa,Africa,First Class,1,1,2,171.1,0.075,1530,0
02/03/2018 00:00,84990745,Fitness,Fishing,Western Europe,LATAM,Same Day,1,1,1,31.42,0.148,1540,0
02/03/2018 00:00,84990746,Technology,Water Sports,Oceania,USCA,Same Day,1,4,1,113.81,0.118,1788,1
02/03/2018 00:00,84990747,Golf Shop,Cleats,South America,LATAM,Standard Class,4,6,1,190.25,0.072,1729,1
02/03/2018 00:00,84990748,Fitness,Camping & Hiking,Central America,Africa,Second Class,3,2,1,25.88,0.23,1997,0
02/03/2018 00:00,84990749,Fitness,Electronics,Central America,Pacific Asia,Same Day,0,0,1,21.0,0.109,1464,0
02/03/2018 00:00,84990750,Outdoors,Women's Apparel,Central America,Europe,Second Class,2,1,5,41.13,0.131,1801,0
02/03/2018 00:00,84990751,Apparel,Water Sports,Oceania,Pacific Asia,Standard Class,4,4,1,73.65,0.131,1269,0
02/03/2018 00:00,84990752,Health and Beauty,Cardio Equipment,North America,Pacific Asia,Standard Class,5,8,1,173.28,0.039,1791,1
02/03/2018 00:00,84990753,Golf Shop,Indoor/Outdoor Games,North America,Europe,Standard Class,4,5,1,56.46,0.096,1153,1
02/03/2018 00:00,84990754,Pet Shop,Camping & Hiking,Eastern Asia,Pacific Asia,Second Class,3,6,1,184.01,0.206,1585,1
02/03/2018 00:00,84990755,Fan Shop,Women's Apparel,Eastern Asia,Africa,Standard Class,5,6,1,23.1,0.071,1865,1
02/03/2018 00:00,84990756,Pet Shop,Cardio Equipment,Western Europe,Pacific Asia,Second Class,3,5,1,117.12,0.156,1475,1
02/03/2018 00:00,84990757,Footwear,Strength Training,Eastern Asia,LATAM,Standard Class,5,4,1,14.54,0.159,1710,0
02/03/2018 00:00,84990758,Fan Shop,Camping & Hiking,South America,Europe,Second Class,2,2,5,89.77,0.243,1145,0
02/03/2018 00:00,84990759,Fan Shop,Indoor/Outdoor Games,North America,USCA,First Class,2,1,1,195.17,0.024,1136,0
02/03/2018 00:00,84990760,Golf Shop,Electronics,West Africa,Europe,Same Day,0,3,1,54.99,0.079,1820,1
02/03/2018 00:00,84990761,Technology,Water Sports,Eastern Europe,Pacific Asia,Second Class,2,3,1,189.28,0.193,1111,1
02/03/2018 00:00,84990762,Health and Beauty,Cardio Equipment,Southeast Asia,USCA,Standard Class,5,5,1,193.28,0.077,1271,0
02/03/2018 00:00,84990763,Apparel,Fishing,West Africa,Europe,Second Class,3,6,3,38.18,0.242,1405,1
02/03/2018 00:00,84990764,Outdoors,Fishing,Oceania,Europe,Same Day,1,1,2,115.63,0.024,1104,0
02/03/2018 00:00,84990765,Golf Shop,Cleats,Western Europe,LATAM,Second Class,2,5,1,166.5,0.158,1660,1
02/03/2018 00:00,84990766,Outdoors,Men's Footwear,Western Europe,Europe,Second Class,3,4,1,163.77,0.212,1828,1
02/03/2018 00:00,84990767,Health and Beauty,Cleats,Oceania,Africa,Same Day,1,2,1,104.26,0.107,1362,1
02/03/2018 00:00,84990768,Outdoors,Fishing,Eastern Europe,LATAM,Standard Class,4,6,1,132.98,0.221,1490,1
02/03/2018 00:00,84990769,Fitness,Women's Apparel,West Asia,LATAM,Second Class,2,1,4,197.99,0.09,1557,0
02/03/2018 00:00,84990770,Toy Store,Strength Training,Southeast Asia,USCA,First Class,1,1,2,14.95,0.007,1830,0
02/03/2018 00:00,84990771,Health and Beauty,Strength Training,Southeast Asia,Africa,Second Class,2,2,2,29.03,0.067,1835,0
02/03/2018 00:00,84990772,Footwear,Electronics,West Asia,Pacific Asia,Second Class,2,2,1,54.94,0.185,1367,0
02/03/2018 00:00,84990773,Technology,Electronics,West Africa,LATAM,Second Class,3,4,1,113.0,0.009,1057,1
02/03/2018 00:00,84990774,Fan Shop,Strength Training,Eastern Europe,Europe,First Class,1,0,1,163.22,0.044,1821,0
02/03/2018 00:00,84990775,Fan Shop,Cleats,Oceania,Africa,Second Class,2,1,4,170.83,0.24,1382,0
02/03/2018 00:00,84990776,Toy Store,Men's Footwear,Southeast Asia,Pacific Asia,First Class,1,0,3,195.41,0.109,1654,0
02/03/2018 00:00,84990777,Apparel,Strength Training,West Africa,Pacific Asia,Second Class,2,1,3,81.89,0.074,1181,0
02/03/2018 00:00,84990778,Toy Store,Cleats,Oceania,Africa,First Class,1,1,1,131.53,0.124,1339,0
02/03/2018 00:00,84990779,Technology,Water Sports,Oceania,Europe,First Class,2,3,1,12.17,0.173,1358,1
02/03/2018 00:00,84990780,Fan Shop,Cleats,West Asia,USCA,Same Day,0,2,1,178.06,0.095,1559,1
02/03/2018 00:00,84990781,Toy Store,Indoor/Outdoor Games,Oceania,USCA,Standard Class,4,6,1,66.03,0.238,1075,1
02/03/2018 00:00,84990782,Apparel,Men's Footwear,North America,Europe,First Class,2,2,1,143.86,0.163,1621,0
02/03/2018 00:00,84990783,Fan Shop,Men's Footwear,Southeast Asia,LATAM,Second Class,3,2,3,142.47,0.182,1271,0
02/03/2018 00:00,84990784,Footwear,Men's Footwear,Western Europe,USCA,Same Day,0,0,1,20.36,0.022,1843,0
02/03/2018 00:00,84990785,Footwear,Men's Footwear,Western Europe,LATAM,Second Class,3,5,1,195.64,0.029,1803,1
02/03/2018 00:00,84990786,Outdoors,Men's Footwear,North America,USCA,Second Class,3,5,1,178.24,0.111,1269,1
02/03/2018 00:00,84990787,Footwear,Fishing,West Africa,Europe,Second Class,2,2,1,26.28,0.135,1994,0
02/03/2018 00:00,84990788,Pet Shop,Cleats,West Asia,Africa,Same Day,1,1,1,118.82,0.075,1404,0
02/03/2018 00:00,84990789,Pet Shop,Electronics,North America,Africa,Second Class,2,2,1,190.36,0.237,1171,0
02/03/2018 00:00,84990790,Apparel,Cleats,West Asia,Europe,Same Day,0,3,2,199.48,0.209,1264,1
02/03/2018 00:00,84990791,Golf Shop,Men's Footwear,West Asia,Africa,Same Day,1,0,1,172.76,0.229,1012,0
02/03/2018 00:00,84990792,Golf Shop,Camping & Hiking,Oceania,LATAM,Standard Class,4,3,1,116.91,0.072,1548,0
02/03/2018 00:00,84990793,Outdoors,Camping & Hiking,Eastern Europe,Africa,Same Day,0,0,1,42.72,0.155,1697,0
02/03/2018 00:00,84990794,Fitness,Water Sports,Eastern Asia,Europe,Same Day,1,3,1,180.44,0.204,1310,1
02/03/2018 00:00,84990795,Golf Shop,Indoor/Outdoor Games,Oceania,Pacific Asia,Same Day,1,3,1,61.19,0.161,1192,1
02/03/2018 00:00,84990796,Health and Beauty,Strength Training,Southeast Asia,Europe,Second Class,2,5,1,69.11,0.034,1871,1
02/03/2018 00:00,84990797,Fan Shop,Women's Apparel,Eastern Asia,LATAM,Standard Class,4,6,1,16.28,0.09,1203,1
02/03/2018 00:00,84990798,Pet Shop,Camping & Hiking,Central America,Europe,Second Class,3,2,1,102.87,0.24,1485,0
02/03/2018 00:00,84990799,Technology,Women's Apparel,South America,Europe,First Class,1,2,1,83.45,0.143,1988,1
02/03/2018 00:00,84990800,Footwear,Indoor/Outdoor Games,South America,USCA,Standard Class,4,6,1,100.08,0.043,1820,1
02/03/2018 00:00,84990801,Toy Store,Fishing,South America,USCA,Same Day,1,0,1,97.21,0.076,1533,0
02/03/2018 00:00,84990802,Toy Store,Men's Footwear,Western Europe,Africa,First Class,2,1,1,66.71,0.016,1283,0
02/03/2018 00:00,84990803,Outdoors,Fishing,Eastern Asia,LATAM,Second Class,2,3,4,163.03,0.15,1676,1
02/03/2018 00:00,84990804,Fan Shop,Cardio Equipment,South America,Pacific Asia,Same Day,1,0,1,83.77,0.177,1585,0
02/03/2018 00:00,84990805,Footwear,Strength Training,Eastern Europe,Pacific Asia,First Class,1,4,4,169.72,0.045,1099,1
02/03/2018 00:00,84990806,Outdoors,Strength Training,Oceania,Pacific Asia,Standard Class,4,3,3,77.5,0.077,1807,0
02/03/2018 00:00,84990807,Outdoors,Electronics,South America,USCA,Standard Class,5,6,2,20.2,0.145,1635,1
02/03/2018 00:00,84990808,Pet Shop,Men's Footwear,West Asia,Africa,First Class,2,5,4,20.27,0.034,1205,1
02/03/2018 00:00,84990809,Health and Beauty,Women's Apparel,Southeast Asia,LATAM,Standard Class,5,7,5,73.2,0.078,1059,1
02/03/2018 00:00,84990810,Footwear,Women's Apparel,West Africa,LATAM,Same Day,0,0,1,34.59,0.107,1439,0
02/03/2018 00:00,84990811,Fan Shop,Cleats,North America,LATAM,First Class,1,1,3,179.48,0.133,1018,0
02/03/2018 00:00,84990812,Footwear,Water Sports,South America,LATAM,Standard Class,5,7,1,105.63,0.016,1046,1
02/03/2018 00:00,84990813,Health and Beauty,Strength Training,West Africa,Africa,First Class,2,3,5,178.72,0.086,1923,1
02/03/2018 00:00,84990814,Apparel,Camping & Hiking,Western Europe,LATAM,Second Class,2,5,1,50.13,0.126,1126,1
02/03/2018 00:00,84990815,Fan Shop,Camping & Hiking,South America,Africa,Standard Class,4,6,2,135.77,0.005,1706,1
02/03/2018 00:00,84990816,Fitness,Men's Footwear,North America,Pacific Asia,Same Day,0,0,3,49.04,0.002,1430,0
02/03/2018 00:00,84990817,Toy Store,Electronics,Oceania,USCA,Standard Class,4,6,4,63.71,0.124,1623,1
02/03/2018 00:00,84990818,Pet Shop,Indoor/Outdoor Games,Southeast Asia,USCA,First Class,1,2,1,17.49,0.052,1955,1
02/04/2018 00:00,84990819,Fan Shop,Cleats,Central America,Europe,Same Day,0,2,3,190.39,0.019,1740,1
02/04/2018 00:00,84990820,Footwear,Cardio Equipment,South America,Pacific Asia,Same Day,0,3,1,28.96,0.01,1297,1
02/04/2018 00:00,84990821,Technology,Camping & Hiking,Central America,Europe,Standard Class,4,3,2,171.88,0.043,1366,0
02/04/2018 00:00,84990822,Golf Shop,Water Sports,Southeast Asia,LATAM,Standard Class,5,4,1,86.05,0.209,1706,0
02/04/2018 00:00,84990823,Apparel,Men's Footwear,Oceania,Europe,Second Class,2,5,2,89.05,0.201,1694,1
02/04/2018 00:00,84990824,Fitness,Water Sports,West Africa,Europe,Second Class,3,6,1,184.88,0.103,1047,1
02/04/2018 00:00,84990825,Technology,Cleats,North America,Africa,Second Class,3,3,3,108.63,0.155,1443,0
02/04/2018 00:00,84990826,Health and Beauty,Water Sports,West Asia,LATAM,Standard Class,4,5,1,132.25,0.212,1872,1
