order date (DateOrders),Order Item Id,Department Name,Category Name,Order Region,Market,Shipping Mode,Days for shipment (scheduled),Days for shipping (real),Order Item Quantity,Order Item Product Price,Order Item Discount,Product Card Id,Late_delivery_risk
04/01/2018 00:00,39740369,Outdoors,Electronics,Southeast Asia,LATAM,Second Class,2,1,1,182.32,0.196,1119,0
04/01/2018 00:00,39740370,Golf Shop,Fishing,Western Europe,Africa,Same Day,0,2,1,48.15,0.071,1458,1
04/01/2018 00:00,39740371,Fan Shop,Strength Training,West Africa,Europe,First Class,1,0,1,171.05,0.23,1061,0
04/01/2018 00:00,39740372,Toy Store,Cardio Equipment,South America,Europe,Second Class,3,3,5,185.56,0.21,1820,0
04/01/2018 00:00,39740373,Health and Beauty,Cleats,Eastern Asia,Europe,First Class,2,2,1,88.86,0.065,1721,0
04/01/2018 00:00,39740374,Fitness,Cardio Equipment,Oceania,Pacific Asia,Same Day,0,0,1,196.64,0.041,1919,0
04/01/2018 00:00,39740375,Fan Shop,Cleats,West Africa,Pacific Asia,Same Day,0,2,4,63.68,0.112,1075,1
04/01/2018 00:00,39740376,Apparel,Cleats,Eastern Europe,Europe,First Class,1,2,1,58.59,0.225,1383,1
04/01/2018 00:00,39740377,Fan Shop,Cardio Equipment,West Asia,USCA,Standard Class,4,4,1,140.41,0.216,1567,0
04/01/2018 00:00,39740378,Footwear,Cleats,Oceania,Africa,Second Class,2,1,1,99.07,0.163,1721,0
04/01/2018 00:00,39740379,Pet Shop,Men's Footwear,Western Europe,Africa,Standard Class,4,4,1,47.14,0.06,1302,0
04/01/2018 00:00,39740380,Pet Shop,Women's Apparel,Central America,USCA,First Class,2,3,3,163.82,0.229,1763,1
04/01/2018 00:00,39740381,Pet Shop,Cardio Equipment,Oceania,LATAM,Same Day,1,0,3,136.97,0.018,1911,0
04/01/2018 00:00,39740382,Fitness,Electronics,Eastern Asia,Africa,Same Day,0,1,1,45.92,0.002,1128,1
04/01/2018 00:00,39740383,Golf Shop,Water Sports,Eastern Europe,Africa,Second Class,3,2,1,147.1,0.127,1295,0
04/01/2018 00:00,39740384,Technology,Women's Apparel,West Africa,Pacific Asia,Second Class,2,3,3,161.95,0.177,1469,1
04/01/2018 00:00,39740385,Health and Beauty,Water Sports,Western Europe,Pacific Asia,Second Class,2,1,1,188.0,0.224,1526,0
04/01/2018 00:00,39740386,Health and Beauty,Cardio Equipment,Oceania,LATAM,First Class,1,1,3,38.29,0.17,1963,0
04/01/2018 00:00,39740387,Fitness,Cleats,Eastern Asia,USCA,Same Day,1,0,2,178.79,0.039,1748,0
04/01/2018 00:00,39740388,Fan Shop,Fishing,Eastern Europe,LATAM,Second Class,2,4,3,80.57,0.04,1693,1
04/01/2018 00:00,39740389,Fitness,Cleats,Eastern Asia,Europe,Second Class,2,3,5,88.98,0.249,1146,1
04/01/2018 00:00,39740390,Fan Shop,Women's Apparel,Western Europe,LATAM,Same Day,1,0,3,107.01,0.237,1805,0
04/01/2018 00:00,39740391,Fitness,Camping & Hiking,Eastern Asia,USCA,Same Day,0,1,1,67.19,0.021,1379,1
04/01/2018 00:00,39740392,Footwear,Electronics,West Africa,Europe,Second Class,3,6,1,75.3,0.227,1120,1
04/01/2018 00:00,39740393,Outdoors,Fishing,Central America,LATAM,Same Day,1,3,1,44.82,0.168,1624,1
04/01/2018 00:00,39740394,Pet Shop,Water Sports,Eastern Asia,Africa,Same Day,0,0,5,57.85,0.243,1050,0
04/01/2018 00:00,39740395,Fan Shop,Strength Training,Central America,Pacific Asia,Second Class,2,3,1,99.41,0.248,1155,1
04/01/2018 00:00,39740396,Health and Beauty,Fishing,Eastern Europe,Africa,First Class,1,0,1,13.58,0.023,1018,0
04/01/2018 00:00,39740397,Technology,Fishing,Oceania,Pacific Asia,First Class,2,1,1,30.34,0.131,1474,0
04/01/2018 00:00,39740398,Outdoors,Strength Training,Eastern Europe,Africa,Same Day,0,0,1,98.89,0.045,1125,0
04/01/2018 00:00,39740399,Golf Shop,Indoor/Outdoor Games,Oceania,LATAM,First Class,1,3,5,112.73,0.099,1548,1
04/01/2018 00:00,39740400,Golf Shop,Cleats,Western Europe,Africa,First Class,1,3,5,119.55,0.115,1741,1
04/01/2018 00:00,39740401,Outdoors,Electronics,Eastern Europe,Africa,First Class,1,3,2,133.55,0.142,1901,1
04/01/2018 00:00,39740402,Fitness,Men's Footwear,South America,LATAM,Standard Class,5,7,3,107.71,0.021,1933,1
04/01/2018 00:00,39740403,Fan Shop,Electronics,Southeast Asia,Pacific Asia,Same Day,1,2,4,163.65,0.164,1126,1
04/01/2018 00:00,39740404,Pet Shop,Strength Training,West Asia,LATAM,Standard Class,5,6,1,166.96,0.126,1931,1
04/01/2018 00:00,39740405,Outdoors,Men's Footwear,West Africa,USCA,Standard Class,4,4,1,179.58,0.186,1024,0
04/01/2018 00:00,39740406,Fitness,Cardio Equipment,West Asia,USCA,Same Day,0,0,1,57.44,0.233,1269,0
04/01/2018 00:00,39740407,Apparel,Strength Training,Southeast Asia,Africa,First Class,2,4,1,19.27,0.179,1917,1
04/01/2018 00:00,39740408,Fitness,Fishing,West Africa,LATAM,Second Class,2,5,1,179.94,0.092,1857,1
04/01/2018 00:00,39740409,Health and Beauty,Cleats,Oceania,LATAM,Standard Class,5,8,1,128.03,0.209,1017,1
04/01/2018 00:00,39740410,Golf Shop,Fishing,Eastern Asia,LATAM,Second Class,3,5,4,137.39,0.239,1839,1
04/01/2018 00:00,39740411,Toy Store,Cleats,Western Europe,Pacific Asia,Same Day,1,3,1,135.62,0.027,1382,1
04/01/2018 00:00,39740412,Health and Beauty,Cardio Equipment,Eastern Asia,USCA,Same Day,0,0,1,127.09,0.13,1519,0
04/01/2018 00:00,39740413,Fitness,Fishing,South America,Pacific Asia,First Class,1,2,1,16.9,0.124,1838,1
04/01/2018 00:00,39740414,Technology,Women's Apparel,South America,Europe,Same Day,1,0,1,92.11,0.23,1784,0
04/01/2018 00:00,39740415,Technology,Cleats,West Asia,LATAM,First Class,2,4,1,167.95,0.115,1074,1
04/01/2018 00:00,39740416,Technology,Women's Apparel,West Africa,Pacific Asia,Same Day,1,3,1,26.19,0.234,1746,1
04/01/2018 00:00,39740417,Technology,Cardio Equipment,South America,LATAM,Second Class,2,5,1,189.98,0.235,1944,1
04/01/2018 00:00,39740418,Pet Shop,Electronics,West Africa,Pacific Asia,Same Day,0,0,1,198.87,0.177,1672,0
04/01/2018 00:00,39740419,Pet Shop,Strength Training,Oceania,USCA,Same Day,0,0,1,162.77,0.082,1741,0
04/01/2018 00:00,39740420,Golf Shop,Indoor/Outdoor Games,West Asia,Africa,Second Class,3,4,4,114.94,0.075,1796,1
04/01/2018 00:00,39740421,Fan Shop,Camping & Hiking,Central America,Africa,Same Day,0,1,1,83.28,0.168,1033,1
04/01/2018 00:00,39740422,Fitness,Strength Training,Eastern Asia,Africa,Standard Class,5,7,5,109.91,0.162,1676,1
04/01/2018 00:00,39740423,Technology,Indoor/Outdoor Games,Oceania,Africa,Standard Class,4,4,1,140.35,0.138,1330,0
04/01/2018 00:00,39740424,Toy Store,Indoor/Outdoor Games,Central America,Africa,Second Class,2,1,4,190.5,0.167,1887,0
04/01/2018 00:00,39740425,Apparel,Cleats,Oceania,Africa,Standard Class,5,7,5,158.83,0.09,1874,1
04/01/2018 00:00,39740426,Footwear,Women's Apparel,Eastern Europe,LATAM,Same Day,1,2,1,37.25,0.123,1078,1
04/02/2018 00:00,39740427,Golf Shop,Men's Footwear,West Africa,LATAM,First Class,2,5,1,76.61,0.231,1261,1
04/02/2018 00:00,39740428,Golf Shop,Electronics,North America,USCA,First Class,1,4,2,176.73,0.026,1686,1
04/02/2018 00:00,39740429,Health and Beauty,Cleats,South America,LATAM,Second Class,2,2,2,114.9,0.047,1871,0
04/02/2018 00:00,39740430,Health and Beauty,Men's Footwear,North America,LATAM,Second Class,2,1,2,84.23,0.237,1143,0
04/02/2018 00:00,39740431,Golf Shop,Indoor/Outdoor Games,Western Europe,USCA,Standard Class,5,7,2,182.36,0.207,1577,1
04/02/2018 00:00,39740432,Pet Shop,Cardio Equipment,Western Europe,USCA,Same Day,1,0,1,179.35,0.187,1169,0
04/02/2018 00:00,39740433,Technology,Men's Footwear,Central America,Europe,First Class,1,3,5,133.38,0.241,1235,1
04/02/2018 00:00,39740434,Health and Beauty,Water Sports,Oceania,Europe,Second Class,2,3,1,151.99,0.17,1972,1
04/02/2018 00:00,39740435,Footwear,Women's Apparel,South America,Europe,First Class,2,5,1,82.77,0.197,1225,1
04/02/2018 00:00,39740436,Fitness,Cleats,Eastern Europe,Pacific Asia,Same Day,0,3,5,62.05,0.183,1073,1
04/02/2018 00:00,39740437,Footwear,Cardio Equipment,Eastern Asia,Africa,Second Class,2,2,3,197.54,0.241,1314,0
04/02/2018 00:00,39740438,Pet Shop,Indoor/Outdoor Games,Southeast Asia,Europe,Standard Class,5,6,1,199.51,0.039,1410,1
04/02/2018 00:00,39740439,Fan Shop,Fishing,West Asia,USCA,Second Class,3,5,1,142.29,0.163,1887,1
04/02/2018 00:00,39740440,Apparel,Water Sports,North America,LATAM,Standard Class,4,4,1,38.23,0.057,1296,0
04/02/2018 00:00,39740441,Fan Shop,Cleats,Oceania,USCA,Same Day,0,0,2,147.51,0.195,1510,0
04/02/2018 00:00,39740442,Fan Shop,Fishing,Southeast Asia,USCA,Same Day,0,2,2,97.41,0.026,1677,1
04/02/2018 00:00,39740443,Fitness,Women's Apparel,West Asia,Pacific Asia,First Class,1,3,1,128.8,0.075,1253,1
04/02/2018 00:00,39740444,Pet Shop,Camping & Hiking,Central America,Europe,First Class,2,5,4,163.03,0.049,1112,1
04/02/2018 00:00,39740445,Apparel,Women's Apparel,North America,USCA,Second Class,3,5,1,17.27,0.121,1216,1
04/02/2018 00:00,39740446,Apparel,Women's Apparel,West Africa,USCA,Same Day,1,1,1,188.71,0.105,1605,0
04/02/2018 00:00,39740447,Fitness,Men's Footwear,Western Europe,USCA,Same Day,1,2,1,148.37,0.015,1727,1
04/02/2018 00:00,39740448,Toy Store,Men's Footwear,Southeast Asia,Africa,First Class,1,2,1,122.33,0.026,1191,1
04/02/2018 00:00,39740449,Apparel,Cardio Equipment,Central America,LATAM,Second Class,2,2,5,40.13,0.214,1647,0
04/02/2018 00:00,39740450,Technology,Women's Apparel,Western Europe,Europe,First Class,2,4,3,59.64,0.129,1486,1
04/02/2018 00:00,39740451,Technology,Indoor/Outdoor Games,Oceania,USCA,Second Class,3,3,3,108.76,0.225,1137,0
04/02/2018 00:00,39740452,Toy Store,Fishing,Southeast Asia,USCA,Same Day,0,2,1,143.54,0.027,1759,1
04/02/2018 00:00,39740453,Footwear,Water Sports,Southeast Asia,Africa,Standard Class,5,5,1,23.3,0.104,1456,0
04/02/2018 00:00,39740454,Apparel,Cleats,West Asia,LATAM,Standard Class,4,3,3,190.92,0.093,1622,0
04/02/2018 00:00,39740455,Apparel,Indoor/Outdoor Games,South America,Pacific Asia,Second Class,2,4,1,132.52,0.093,1574,1
04/02/2018 00:00,39740456,Footwear,Cleats,Central America,Africa,Standard Class,4,4,1,176.22,0.201,1140,0
04/02/2018 00:00,39740457,Fan Shop,Indoor/Outdoor Games,North America,Europe,First Class,2,2,5,175.59,0.028,1296,0
04/02/2018 00:00,39740458,Health and Beauty,Men's Footwear,Southeast Asia,USCA,Second Class,2,3,4,189.72,0.222,1528,1
04/02/2018 00:00,39740459,Fan Shop,Men's Footwear,West Africa,LATAM,Second Class,3,5,4,198.24,0.012,1660,1
04/02/2018 00:00,39740460,Footwear,Strength Training,Eastern Europe,LATAM,Same Day,1,0,4,184.86,0.061,1122,0
04/02/2018 00:00,39740461,Footwear,Men's Footwear,Central America,Africa,Second Class,2,1,4,70.8,0.033,1193,0
04/02/2018 00:00,39740462,Pet Shop,Strength Training,Eastern Asia,Pacific Asia,Second Class,2,5,1,153.67,0.11,1078,1
04/02/2018 00:00,39740463,Fan Shop,Strength Training,North America,LATAM,Standard Class,4,3,3,51.75,0.02,1317,0
04/02/2018 00:00,39740464,Health and Beauty,Indoor/Outdoor Games,North America,LATAM,Standard Class,5,7,1,130.26,0.091,1987,1
04/02/2018 00:00,39740465,Apparel,Electronics,Central America,Europe,First Class,2,2,1,112.87,0.025,1971,0
04/02/2018 00:00,39740466,Footwear,Men's Footwear,Western Europe,Europe,First Class,2,4,2,129.28,0.096,1932,1
04/02/2018 00:00,39740467,Golf Shop,Camping & Hiking,North America,LATAM,Standard Class,5,8,3,178.99,0.228,1870,1
04/02/2018 00:00,39740468,Pet Shop,Water Sports,Eastern Asia,LATAM,Second Class,3,4,1,115.81,0.201,1350,1
04/02/2018 00:00,39740469,Footwear,Women's Apparel,South America,Pacific Asia,Same Day,1,3,1,144.81,0.023,1526,1
04/02/2018 00:00,39740470,Fitness,Women's Apparel,Central America,Pacific Asia,First Class,2,4,1,128.38,0.009,1761,1
04/02/2018 00:00,39740471,Apparel,Water Sports,Eastern Asia,Africa,Standard Class,4,5,4,177.89,0.135,1052,1
04/02/2018 00:00,39740472,Apparel,Women's Apparel,South America,USCA,First Class,1,3,1,196.16,0.095,1214,1
04/02/2018 00:00,39740473,Footwear,Strength Training,West Asia,LATAM,Standard Class,4,6,5,156.18,0.202,1097,1
04/02/2018 00:00,39740474,Fan Shop,Indoor/Outdoor Games,South America,LATAM,Standard Class,4,4,5,174.36,0.03,1961,0
04/02/2018 00:00,39740475,Toy Store,Indoor/Outdoor Games,Western Europe,Africa,Same Day,0,0,1,192.0,0.107,1598,0
04/02/2018 00:00,39740476,Fan Shop,Indoor/Outdoor Games,South America,LATAM,Standard Class,5,7,1,24.57,0.184,1568,1
04/02/2018 00:00,39740477,Footwear,Water Sports,West Asia,USCA,Standard Class,4,7,1,192.23,0.207,1607,1
04/02/2018 00:00,39740478,Outdoors,Strength Training,Eastern Europe,USCA,Standard Class,4,7,1,89.65,0.2,1562,1
04/02/2018 00:00,39740479,Outdoors,Cardio Equipment,Eastern Europe,LATAM,Same Day,0,0,2,19.71,0.047,1034,0
04/02/2018 00:00,39740480,Golf Shop,Men's Footwear,Western Europe,Europe,Standard Class,4,5,3,40.27,0.088,1243,1
04/02/2018 00:00,39740481,Technology,Electronics,Southeast Asia,Europe,Standard Class,5,8,4,177.5,0.008,1054,1
04/02/2018 00:00,39740482,Apparel,Indoor/Outdoor Games,Oceania,USCA,Same Day,0,2,1,87.12,0.093,1916,1
04/02/2018 00:00,39740483,Golf Shop,Women's Apparel,North America,USCA,First Class,1,3,4,161.88,0.248,1288,1
04/02/2018 00:00,39740484,Outdoors,Women's Apparel,South America,Africa,First Class,2,4,3,147.21,0.004,1271,1
04/02/2018 00:00,39740485,Toy Store,Cleats,West Africa,USCA,Same Day,0,2,1,19.34,0.111,1459,1
04/02/2018 00:00,39740486,Golf Shop,Cleats,Eastern Europe,USCA,Standard Class,4,5,1,118.62,0.139,1512,1
04/02/2018 00:00,39740487,Outdoors,Strength Training,West Africa,Europe,Second Class,2,2,1,137.59,0.246,1008,0
04/02/2018 00:00,39740488,Outdoors,Indoor/Outdoor Games,West Africa,LATAM,Standard Class,4,4,1,48.8,0.004,1807,0
04/02/2018 00:00,39740489,Fan Shop,Cardio Equipment,Central America,Africa,Standard Class,5,7,3,118.38,0.092,1587,1
04/02/2018 00:00,39740490,Golf Shop,Cardio Equipment,Central America,LATAM,Second Class,3,4,1,149.16,0.025,1142,1
04/02/2018 00:00,39740491,Golf Shop,Fishing,West Asia,Africa,Second Class,2,3,1,84.49,0.197,1602,1
04/02/2018 00:00,39740492,Health and Beauty,Camping & Hiking,South America,Pacific Asia,Same Day,1,4,1,140.36,0.202,1960,1
04/02/2018 00:00,39740493,Pet Shop,Strength Training,Eastern Asia,Europe,Second Class,3,3,1,114.27,0.181,1449,0
04/02/2018 00:00,39740494,Outdoors,Women's Apparel,Central America,Pacific Asia,First Class,2,4,4,98.67,0.219,1321,1
04/02/2018 00:00,39740495,Technology,Indoor/Outdoor Games,Eastern Europe,Africa,Second Class,3,2,1,172.04,0.21,1612,0
04/02/2018 00:00,39740496,Apparel,Cleats,West Africa,Africa,Same Day,0,0,1,166.42,0.233,1607,0
04/02/2018 00:00,39740497,Apparel,Camping & Hiking,North America,LATAM,Standard Class,4,6,5,94.52,0.045,1566,1
04/02/2018 00:00,39740498,Fitness,Fishing,West Asia,LATAM,Same Day,1,4,1,141.4,0.028,1003,1
04/02/2018 00:00,39740499,Toy Store,Strength Training,West Africa,Africa,First Class,1,2,4,129.04,0.117,1936,1
04/02/2018 00:00,39740500,Golf Shop,Men's Footwear,Central America,Pacific Asia,First Class,2,5,4,42.56,0.178,1292,1
04/02/2018 00:00,39740501,Golf Shop,Cardio Equipment,Southeast Asia,Europe,Standard Class,4,5,3,38.63,0.148,1349,1
04/02/2018 00:00,39740502,Health and Beauty,Cleats,Eastern Asia,Europe,First Class,1,3,3,118.77,0.197,1666,1
04/03/2018 00:00,39740503,Fan Shop,Indoor/Outdoor Games,South America,USCA,Second Class,3,6,1,42.32,0.13,1102,1
04/03/2018 00:00,39740504,Golf Shop,Water Sports,West Asia,LATAM,First Class,2,1,1,152.8,0.055,1200,0
04/03/2018 00:00,39740505,Apparel,Cleats,Central America,Africa,Second Class,3,2,4,137.43,0.009,1259,0
04/03/2018 00:00,39740506,Golf Shop,Men's Footwear,Oceania,LATAM,Standard Class,4,6,2,21.27,0.053,1301,1
04/03/2018 00:00,39740507,Apparel,Fishing,Oceania,LATAM,Standard Class,4,4,2,85.96,0.15,1451,0
04/03/2018 00:00,39740508,Toy Store,Fishing,Eastern Asia,Europe,Same Day,1,2,4,136.94,0.083,1537,1
04/03/2018 00:00,39740509,Fitness,Cleats,Eastern Europe,USCA,Same Day,0,1,5,145.93,0.046,1871,1
04/03/2018 00:00,39740510,Technology,Indoor/Outdoor Games,West Africa,Europe,Same Day,0,1,1,141.54,0.069,1725,1
04/03/2018 00:00,39740511,Fitness,Fishing,North America,Pacific Asia,First Class,2,4,1,50.71,0.033,1745,1
04/03/2018 00:00,39740512,Technology,Electronics,Oceania,Pacific Asia,Second Class,3,3,1,121.27,0.12,1472,0
04/03/2018 00:00,39740513,Apparel,Water Sports,Western Europe,Africa,Standard Class,5,8,4,123.93,0.072,1915,1
04/03/2018 00:00,39740514,Fan Shop,Camping & Hiking,West Asia,Africa,First Class,1,0,1,65.27,0.135,1731,0
04/03/2018 00:00,39740515,Outdoors,Fishing,West Asia,Europe,Second Class,3,5,5,30.53,0.235,1270,1
04/03/2018 00:00,39740516,Pet Shop,Cardio Equipment,Eastern Asia,Pacific Asia,Same Day,0,0,3,120.91,0.119,1065,0
04/03/2018 00:00,39740517,Outdoors,Strength Training,Western Europe,Africa,Same Day,0,0,3,108.84,0.197,1323,0
04/03/2018 00:00,39740518,Pet Shop,Electronics,Western Europe,Pacific Asia,Standard Class,5,6,1,50.2,0.116,1985,1
04/03/2018 00:00,39740519,Fan Shop,Fishing,Eastern Europe,Africa,Second Class,3,2,1,115.18,0.125,1949,0
04/03/2018 00:00,39740520,Golf Shop,Water Sports,Eastern Asia,Europe,Standard Class,4,6,1,17.87,0.13,1122,1
04/03/2018 00:00,39740521,Footwear,Strength Training,Central America,USCA,Standard Class,4,5,3,18.5,0.012,1109,1
04/03/2018 00:00,39740522,Pet Shop,Men's Footwear,South America,LATAM,Standard Class,5,8,2,74.17,0.111,1875,1
04/03/2018 00:00,39740523,Fan Shop,Indoor/Outdoor Games,Eastern Europe,Pacific Asia,Same Day,1,0,1,110.58,0.188,1697,0
04/03/2018 00:00,39740524,Apparel,Women's Apparel,North America,Europe,Standard Class,4,5,5,168.5,0.082,1948,1
04/03/2018 00:00,39740525,Golf Shop,Camping & Hiking,West Asia,Europe,Standard Class,5,6,2,31.64,0.016,1707,1
04/03/2018 00:00,39740526,Fan Shop,Men's Footwear,Southeast Asia,Europe,Second Class,2,4,3,51.75,0.186,1207,1
04/03/2018 00:00,39740527,Outdoors,Electronics,Western Europe,Pacific Asia,Second Class,3,2,5,78.24,0.199,1857,0
04/03/2018 00:00,39740528,Footwear,Electronics,West Asia,USCA,Same Day,0,0,4,54.32,0.194,1204,0
04/03/2018 00:00,39740529,Fan Shop,Indoor/Outdoor Games,Eastern Europe,Europe,Standard Class,4,7,1,44.76,0.151,1096,1
04/03/2018 00:00,39740530,Toy Store,Cleats,West Asia,USCA,Second Class,2,4,1,17.22,0.157,1948,1
04/03/2018 00:00,39740531,Outdoors,Strength Training,Southeast Asia,Pacific Asia,Second Class,2,2,1,31.19,0.051,1901,0
04/03/2018 00:00,39740532,Fan Shop,Strength Training,Eastern Europe,Africa,Second Class,3,5,1,75.47,0.233,1667,1
04/03/2018 00:00,39740533,Golf Shop,Camping & Hiking,South America,Pacific Asia,Standard Class,5,5,1,92.75,0.016,1366,0
04/03/2018 00:00,39740534,Fitness,Water Sports,Eastern Asia,USCA,Second Class,2,1,2,26.5,0.097,1413,0
04/03/2018 00:00,39740535,Fitness,Strength Training,Eastern Asia,Pacific Asia,Standard Class,5,7,4,96.76,0.054,1047,1
04/03/2018 00:00,39740536,Fan Shop,Camping & Hiking,Eastern Europe,LATAM,First Class,2,3,1,102.49,0.173,1917,1
04/03/2018 00:00,39740537,Fan Shop,Fishing,Southeast Asia,USCA,Same Day,1,0,5,173.08,0.022,1428,0
04/03/2018 00:00,39740538,Technology,Camping & Hiking,Central America,LATAM,Second Class,3,2,1,98.14,0.219,1124,0
04/03/2018 00:00,39740539,Fan Shop,Fishing,Southeast Asia,LATAM,Second Class,2,3,1,13.21,0.129,1805,1
04/03/2018 00:00,39740540,Fan Shop,Electronics,Eastern Europe,USCA,Standard Class,4,5,1,174.55,0.122,1399,1
04/03/2018 00:00,39740541,Golf Shop,Indoor/Outdoor Games,West Africa,Pacific Asia,Same Day,1,2,1,104.36,0.204,1141,1
04/03/2018 00:00,39740542,Technology,Men's Footwear,South America,USCA,Second Class,2,2,3,133.22,0.182,1539,0
04/03/2018 00:00,39740543,Technology,Cardio Equipment,Southeast Asia,USCA,Second Class,3,5,2,169.46,0.021,1973,1
04/03/2018 00:00,39740544,Toy Store,Men's Footwear,Southeast Asia,LATAM,First Class,1,3,2,168.07,0.242,1307,1
04/03/2018 00:00,39740545,Toy Store,Cardio Equipment,Central America,LATAM,First Class,1,2,1,192.69,0.054,1739,1
04/03/2018 00:00,39740546,Health and Beauty,Water Sports,South America,Pacific Asia,First Class,2,5,1,135.77,0.092,1083,1
04/03/2018 00:00,39740547,Apparel,Women's Apparel,Southeast Asia,USCA,Same Day,1,0,5,60.23,0.057,1549,0
04/03/2018 00:00,39740548,Pet Shop,Men's Footwear,West Africa,USCA,First Class,1,0,4,70.49,0.118,1946,0
04/03/2018 00:00,39740549,Footwear,Cardio Equipment,Eastern Asia,Africa,Second Class,2,5,2,59.95,0.217,1269,1
04/03/2018 00:00,39740550,Pet Shop,Women's Apparel,Western Europe,LATAM,Same Day,0,2,5,170.8,0.102,1239,1
04/03/2018 00:00,39740551,Footwear,Men's Footwear,South America,USCA,Same Day,0,2,2,103.56,0.118,1926,1
04/03/2018 00:00,39740552,Footwear,Cleats,West Africa,Africa,Second Class,2,1,1,18.08,0.242,1523,0
04/03/2018 00:00,39740553,Health and Beauty,Strength Training,Central America,Africa,Standard Class,4,7,1,142.34,0.036,1570,1
04/03/2018 00:00,39740554,Apparel,Camping & Hiking,Southeast Asia,LATAM,Same Day,0,1,1,78.2,0.079,1895,1
04/03/2018 00:00,39740555,Fan Shop,Cardio Equipment,Eastern Asia,LATAM,First Class,2,1,1,130.29,0.25,1122,0
04/03/2018 00:00,39740556,Technology,Women's Apparel,Western Europe,LATAM,Standard Class,5,6,1,192.41,0.185,1756,1
04/03/2018 00:00,39740557,Footwear,Strength Training,Southeast Asia,Africa,Second Class,2,4,5,22.94,0.011,1612,1
04/03/2018 00:00,39740558,Health and Beauty,Cleats,Western Europe,Africa,Second Class,2,4,1,152.56,0.082,1648,1
04/03/2018 00:00,39740559,Fitness,Cardio Equipment,North America,Europe,Standard Class,4,5,1,139.3,0.175,1793,1
04/03/2018 00:00,39740560,Footwear,Cleats,South America,Pacific Asia,First Class,2,5,1,62.99,0.224,1447,1
04/03/2018 00:00,39740561,Technology,Indoor/Outdoor Games,Southeast Asia,LATAM,Standard Class,4,4,4,121.53,0.072,1572,0
04/03/2018 00:00,39740562,Golf Shop,Indoor/Outdoor Games,North America,USCA,First Class,1,2,5,79.26,0.022,1572,1
04/03/2018 00:00,39740563,Health and Beauty,Electronics,South America,LATAM,Standard Class,5,7,1,162.75,0.204,1819,1
04/03/2018 00:00,39740564,Technology,Men's Footwear,West Africa,Pacific Asia,Standard Class,5,7,1,36.56,0.087,1006,1
04/03/2018 00:00,39740565,Outdoors,Fishing,Southeast Asia,LATAM,Standard Class,5,6,3,32.02,0.005,1773,1
04/03/2018 00:00,39740566,Toy Store,Cleats,North America,USCA,Second Class,3,3,4,195.5,0.201,1932,0
